#{"t_start": 1763624523.470404, "env_id": "None"}
r,l,t
-4.119714,56,19.258315
-5.3300514,55,19.258315
-4.433198,46,19.258315
-4.26549,40,19.260314
-4.583723,50,19.262314
-5.234696,59,19.264315
-4.368294,47,19.264315
-4.367394,57,19.267314
-4.034017,52,19.272339
-4.636355,57,19.279261
-4.9983716,45,19.283267
-5.5748935,45,19.288267
-4.847108,47,19.290267
-3.974477,55,19.290267
-5.3189535,46,19.292268
-4.2091055,52,19.292268
-5.6526,41,19.295267
-4.294314,55,19.302871
-4.2898,53,19.302871
-5.9426436,63,19.308102
-4.4287834,54,19.310093
-4.937916,51,19.311611
-3.9317422,57,19.31612
-4.661871,51,19.32012
-4.2540665,48,19.32112
-10.706158,63,19.32112
-4.3245106,43,19.32412
-4.5474997,63,19.32412
-4.6126328,58,19.33612
-4.460487,56,19.33612
-4.00854,46,19.337119
-4.284578,45,19.34012
-5.7507997,48,19.34012
-5.356635,58,19.348732
-4.2620363,43,19.353732
-4.130542,51,19.355732
-4.5440583,60,19.356732
-4.159289,58,19.358732
-4.0494103,44,19.359732
-3.929531,61,19.363731
-5.1173964,60,19.364733
-4.247258,43,19.364733
-4.1821904,56,19.368732
-5.892338,62,19.370733
-4.087125,48,19.371731
-4.765644,40,19.371731
-5.7159996,46,19.374732
-5.734083,49,19.38862
-4.241428,57,19.390621
-5.8448,58,19.393631
-4.1363096,58,19.393631
-5.5083647,47,19.393631
-4.314003,45,19.394634
-4.059902,51,19.396633
-4.14758,51,19.399631
-4.3241677,46,19.401631
-5.7181187,49,19.409641
-5.7456822,56,19.427123
-4.375997,58,19.430123
-5.6674385,50,19.433122
-4.2399163,52,19.433122
-4.2412457,41,19.434122
-5.6679997,43,19.434122
-5.195824,53,19.435122
-9.3391,63,19.436123
-4.5549836,43,19.436123
-5.8563995,55,19.440123
-5.7536526,50,19.441122
-4.319857,43,19.448133
-4.2282085,60,19.449131
-5.679162,44,19.453131
-4.265468,52,19.46062
-4.8239136,56,19.46262
-5.773,49,19.46262
-4.7002945,51,19.465621
-3.678575,63,19.469621
-5.6541643,43,19.469621
-5.469198,57,19.471623
-5.3162947,51,19.471623
-4.640802,60,19.47462
-5.540794,46,19.476621
-4.062443,45,19.477621
-5.1223745,47,19.481681
-5.739,47,19.486599
-5.4846997,56,19.498599
-5.838312,55,19.499598
-5.6453104,54,19.501599
-4.2340717,60,19.504599
-5.2499557,58,19.516131
-5.7296,47,19.518144
-5.7711997,49,19.520139
-4.153585,47,19.52214
-5.6424537,53,19.52414
-5.5448513,49,19.52414
-5.7874,50,19.52414
-5.2622867,50,19.525141
-5.1770234,52,19.530139
-5.0736914,54,19.53714
-5.6274924,52,19.544763
-4.3447556,63,19.549773
-5.7703996,50,19.553772
-4.8176427,43,19.553772
-5.6678,42,19.553772
-5.899142,62,19.555774
-5.255266,57,19.558772
-4.0286307,45,19.560771
-5.4442306,62,19.561772
-4.6517715,55,19.563776
-4.1885004,55,19.565772
-5.8600354,57,19.573772
-4.528207,58,19.577779
-3.980348,63,19.578779
-5.808235,53,19.578779
-4.6435795,51,19.580779
-5.536516,62,19.581779
-4.1146064,63,19.587886
-4.4116416,47,19.590886
-5.1481414,55,19.603894
-5.6926003,44,19.608905
-5.372506,59,19.609906
-4.3672934,43,19.611905
-5.7502,49,19.614914
-5.7776,50,19.616941
-3.8381982,60,19.616941
-4.9709754,51,19.617922
-4.1083217,55,19.619922
-4.41592,57,19.622924
-4.8383675,50,19.632
-5.1604433,47,19.635
-5.679,44,19.637
-4.6143847,63,19.638999
-5.6812363,62,19.638999
-5.493742,46,19.640999
-5.7657995,49,19.642999
-5.5650177,48,19.643999
-4.2875624,47,19.651999
-4.193399,49,19.654
-5.7475543,48,19.655999
-5.702,45,19.657016
-4.2967076,57,19.661008
-5.6754,44,19.66201
-5.362129,41,19.664009
-4.047766,56,19.664009
-5.9183507,59,19.667205
-5.526692,54,19.679202
-4.1151752,55,19.685199
-5.8917394,62,19.6912
-5.145841,62,19.6932
-3.8333359,47,19.697197
-5.0750613,46,19.70002
-5.5552807,51,19.702021
-4.300892,63,19.702021
-5.6270943,47,19.702021
-3.808499,60,19.711029
-4.1458325,52,19.713031
-5.8789353,59,19.715833
-5.8231573,54,19.719504
-4.1420984,58,19.721623
-5.717,45,19.723918
-5.610528,59,19.730853
-5.8130627,54,19.732428
-4.790992,45,19.733987
-4.0766444,57,19.735502
-4.3579497,56,19.737197
-4.2741265,55,19.737197
-4.664562,57,19.740194
-5.6470013,43,19.742193
-5.7186,47,19.742193
-5.660241,57,19.742193
-5.784977,51,19.745194
-4.9474206,58,19.747201
-5.1561003,51,19.7552
-5.4357224,56,19.7552
-4.7416577,53,19.7552
-5.6555996,41,19.765145
-4.1105995,57,19.770144
-4.0741844,63,19.775144
-3.968349,45,19.782154
-4.059888,56,19.783153
-5.900004,61,19.787154
-5.0865903,49,19.789746
-4.2528152,53,19.794745
-4.05233,58,19.796745
-5.1938877,44,19.797745
-4.727451,58,19.801746
-5.725419,56,19.803746
-3.9340045,49,19.803746
-5.616675,48,19.808787
-5.7145996,46,19.811786
-5.3793273,41,19.814786
-4.4556556,45,19.814786
-5.698275,44,19.819825
-5.30897,61,19.819825
-4.3462734,42,19.820825
-5.6920857,48,19.821825
-9.155227,63,19.824824
-5.060453,46,19.825824
-4.205643,62,19.828873
-4.4230237,42,19.828873
-5.6969757,54,19.830872
-4.312373,58,19.831872
-4.4245257,62,19.842873
-4.2037077,60,19.847883
-4.861787,61,19.847883
-5.7924,53,19.849881
-4.156961,61,19.861889
-4.219524,47,19.863889
-5.653242,55,19.871896
-5.877722,59,19.872897
-4.3464975,63,19.875898
-4.268318,54,19.883758
-5.7301297,47,19.883758
-4.354725,58,19.885783
-3.84649,51,19.885783
-5.3017616,49,19.887767
-4.3355255,60,19.891767
-5.648843,48,19.897768
-3.946424,58,19.898767
-5.8459997,54,19.901767
-5.040894,62,19.902766
-5.131955,59,19.902766
-5.073522,47,19.902766
-5.686989,46,19.904767
-5.8352,54,19.904767
-5.0390644,44,19.909801
-4.10262,52,19.909801
-4.8357153,47,19.910799
-4.2395277,53,19.912799
-4.7652774,52,19.915799
-5.481869,52,19.922216
-5.7922406,63,19.925216
-5.7271543,55,19.927215
-4.341663,63,19.930223
-4.5006404,48,19.934224
-5.694749,53,19.940232
-5.153889,53,19.940232
-4.381184,62,19.949241
-4.0003853,49,19.95024
-5.6991997,46,19.95424
-4.061652,52,19.96225
-5.7142,46,19.964248
-5.8177786,59,19.964248
-5.708415,55,19.96702
-5.5283437,51,19.972273
-5.5313945,44,19.974273
-4.3828297,41,19.980283
-4.0774097,59,19.987283
-4.435833,60,19.987283
-5.6419997,41,19.987283
-5.66406,44,19.989283
-5.643524,51,19.990282
-5.3775635,48,19.992283
-4.1068554,58,19.992283
-5.4521384,52,19.994282
-4.89399,63,19.995282
-5.0551906,55,19.997283
-5.6278057,44,19.997283
-5.8488755,58,20.000515
-5.2631297,53,20.001509
-5.5575557,62,20.003506
-4.58937,59,20.006507
-5.5995064,48,20.008507
-4.240207,47,20.009506
-4.3670034,63,20.012506
-4.1764927,50,20.019508
-5.078431,47,20.021507
-5.411108,60,20.027507
-5.3784323,54,20.032022
-5.7121997,45,20.04003
-4.624351,51,20.042031
-5.377205,55,20.04403
-4.4468336,47,20.052622
-5.862686,63,20.058636
-3.876113,50,20.059633
-3.9316218,55,20.061647
-5.39194,59,20.066641
-5.8913965,59,20.066641
-5.2712607,43,20.07165
-4.8339243,48,20.07165
-4.3671374,49,20.076651
-5.784494,51,20.078192
-4.5976825,55,20.081198
-5.8124,51,20.084205
-4.117974,63,20.087198
-5.3317947,56,20.090198
-5.6594276,53,20.092227
-5.8933234,61,20.092227
-10.34714,63,20.095221
-4.2071495,51,20.099221
-10.9524,63,20.10022
-4.2234554,55,20.102221
-5.2876825,58,20.102221
-4.258663,55,20.103221
-4.8997083,63,20.103221
-4.117346,57,20.103221
-4.2162714,51,20.105223
-5.580571,52,20.108221
-4.1411233,50,20.111232
-5.138185,63,20.111232
-5.6545997,42,20.11623
-5.1206098,58,20.131747
-4.2231846,38,20.137747
-4.500477,48,20.140747
-5.495908,58,20.140747
-4.717488,43,20.140747
-5.565529,61,20.146962
-5.182861,47,20.151485
-5.450617,45,20.154272
-3.906045,60,20.155272
-4.1135683,56,20.155272
-4.826706,54,20.158273
-5.3084865,59,20.162272
-4.698112,51,20.171272
-5.7688317,49,20.174273
-4.677616,55,20.174273
-5.079874,52,20.178273
-3.9745965,42,20.180273
-4.263544,61,20.182273
-4.008045,47,20.18429
-4.093309,47,20.186283
-4.0770197,57,20.186283
-4.7686267,51,20.186283
-4.793409,43,20.189286
-4.186037,55,20.189286
-4.31772,53,20.190283
-4.6875334,60,20.193282
-5.7923784,56,20.198283
-4.2079744,52,20.200282
-4.4982433,57,20.200282
-4.315459,61,20.205283
-3.9947486,62,20.207283
-5.730011,49,20.213283
-4.228133,63,20.218805
-4.8610444,43,20.218805
-5.7906,50,20.225804
-4.6132913,42,20.229803
-5.8402953,56,20.231803
-5.725144,49,20.244882
-4.187258,63,20.245875
-4.6029124,63,20.245875
-4.232491,58,20.250884
-4.2782655,57,20.251886
-5.1362877,43,20.255891
-5.585248,41,20.255891
-5.853794,62,20.256891
-5.7511997,49,20.258893
-4.704391,62,20.260892
-5.677517,45,20.262892
-5.6263294,52,20.263893
-4.084489,52,20.266891
-5.7279997,48,20.266891
-4.3886786,40,20.268892
-5.6201096,63,20.282279
-4.1230416,53,20.282279
-4.617975,56,20.282279
-9.06981,63,20.290283
-4.4246464,59,20.295283
-5.6791997,44,20.299283
-4.3645296,47,20.300283
-5.8394,55,20.300283
-4.2249928,61,20.300283
-5.3457026,57,20.302283
-5.8743095,60,20.302283
-4.782811,54,20.304283
-5.671,43,20.311293
-4.032659,50,20.316301
-4.8852606,60,20.316301
-5.6037173,40,20.320632
-4.096647,59,20.327632
-5.5900564,56,20.334632
-5.764583,53,20.34764
-4.6520066,42,20.350642
-4.2001534,44,20.352639
-4.3548317,56,20.352639
-4.033281,53,20.35864
-5.8152113,58,20.36064
-5.655996,54,20.364643
-5.858658,60,20.364643
-5.4626474,58,20.364643
-5.097714,53,20.364643
-5.8527994,55,20.364643
-4.056944,58,20.366157
-4.18271,52,20.366157
-5.6887026,49,20.372153
-5.790024,63,20.372153
-5.7523,51,20.376154
-5.489896,42,20.376154
-4.8800883,43,20.379616
-5.637338,50,20.383615
-4.216434,51,20.387344
-4.381593,48,20.390344
-5.3584094,53,20.395344
-4.815448,63,20.397344
-4.191208,54,20.397344
-5.1596622,55,20.400342
-4.2538795,50,20.402343
-5.8589706,57,20.405346
-5.767,50,20.407363
-5.59082,57,20.419887
-5.632,40,20.421887
-3.997353,50,20.422889
-4.213399,58,20.425888
-5.294786,56,20.428888
-5.7162,46,20.428888
-4.830584,45,20.447495
-5.406063,55,20.450504
-5.6085377,55,20.450504
-4.791445,54,20.462574
-5.1379232,53,20.462574
-5.536314,55,20.464575
-4.9316287,42,20.464575
-5.1805687,53,20.469573
-4.0857477,58,20.470572
-4.2871194,49,20.470572
-4.218194,61,20.471573
-3.6853905,63,20.473573
-4.4515333,61,20.475573
-5.7145996,46,20.475573
-4.095641,63,20.478603
-4.605106,59,20.483604
-5.8311496,56,20.485603
-4.812144,62,20.485603
-4.0648317,49,20.489625
-4.4520836,48,20.489625
-4.2823415,63,20.491625
-4.934166,52,20.505983
-5.008219,57,20.505983
-5.664818,45,20.507964
-4.3711843,61,20.51096
-5.8415685,57,20.51296
-4.2097144,62,20.514962
-5.7876563,54,20.521105
-5.7674,49,20.521105
-3.815249,52,20.522104
-5.51787,43,20.527121
-4.2003374,56,20.532111
-5.6612816,60,20.533111
-3.9571214,43,20.540612
-5.5249095,44,20.54969
-4.1232057,56,20.55469
-5.524898,50,20.55469
-4.6237063,53,20.560698
-5.6977997,45,20.560698
-5.79405,62,20.563698
-4.615597,51,20.565698
-5.7033997,45,20.565698
-5.8441997,56,20.570705
-4.2041054,56,20.571705
-5.401002,57,20.571705
-4.195687,60,20.571705
-4.0717764,47,20.574705
-3.9521132,50,20.576706
-4.2915225,60,20.583968
-9.231215,63,20.587967
-4.2684903,54,20.587967
-4.1312175,60,20.592968
-3.8961396,52,20.594968
-5.5695972,52,20.595968
-4.3900604,62,20.599968
-5.6313705,51,20.600967
-4.1822906,59,20.610993
-3.870491,63,20.611994
-5.111574,59,20.611994
-4.1950045,58,20.618994
-5.75,48,20.622002
-4.422405,61,20.624003
-4.4396873,63,20.630004
-4.180552,62,20.633003
-4.917641,49,20.637003
-4.3146925,61,20.637003
-3.886962,63,20.641032
-4.3752117,48,20.646031
-4.048749,46,20.652058
-4.654687,55,20.652058
-4.428385,60,20.654058
-9.395975,63,20.656058
-5.769735,50,20.656058
-3.7194936,56,20.66506
-5.884053,59,20.66506
-5.8536,55,20.667058
-4.910108,43,20.667058
-5.748337,63,20.667058
-9.396223,63,20.671058
-5.356142,60,20.674059
-5.8333464,61,20.675058
-5.7595997,49,20.675058
-4.0578203,58,20.685068
-4.1910825,63,20.68807
-4.1948705,56,20.690068
-5.789346,55,20.692068
-4.8268375,63,20.693068
-5.6902,45,20.695069
-5.7574,49,20.695069
-5.5917945,42,20.701009
-4.33223,60,20.703015
-5.8232527,56,20.708009
-5.5767603,54,20.714009
-9.819598,63,20.718009
-4.01648,51,20.719009
-3.8417945,51,20.722523
-5.3667655,53,20.725521
-4.9894915,45,20.728523
-4.131565,63,20.731078
-5.7454,48,20.734076
-4.535706,45,20.741623
-4.237573,61,20.743621
-5.7328,48,20.74662
-5.428527,47,20.74662
-4.0929546,49,20.748621
-5.025975,57,20.754621
-9.660724,63,20.754621
-5.268741,60,20.75862
-4.5483675,51,20.763516
-4.2022614,63,20.765094
-5.133837,60,20.770292
-4.26424,48,20.771846
-5.8053746,60,20.773974
-4.4292893,59,20.779222
-5.2657704,61,20.780792
-5.735564,50,20.782384
-4.184933,51,20.782384
-4.0466146,54,20.785898
-4.3408666,55,20.79179
-5.674036,63,20.795788
-5.7818255,61,20.80279
-4.320483,57,20.807788
-4.372126,61,20.809788
-4.842984,54,20.809788
-5.360643,63,20.810788
-4.928257,53,20.810788
-5.7548,49,20.815788
-4.513717,55,20.818795
-5.3578873,48,20.827946
-5.7756953,59,20.828946
-5.7089014,54,20.828946
-4.020411,63,20.828946
-5.3052006,46,20.839015
-4.181078,61,20.839015
-5.0232086,49,20.842016
-4.9297857,58,20.850015
-4.3873334,58,20.850015
-5.4761777,58,20.852024
-5.700578,51,20.854024
-4.262221,56,20.854024
-5.710579,62,20.856024
-5.7019997,46,20.860039
-4.4894147,51,20.86203
-5.4659367,46,20.86203
-5.6657023,43,20.86703
-4.5031905,55,20.86703
-5.826548,62,20.874038
-4.133956,45,20.881061
-5.764,49,20.881061
-5.7183084,60,20.883055
-9.249405,63,20.886057
-4.269905,40,20.888074
-4.3041058,60,20.888074
-4.18997,46,20.892065
-5.122098,60,20.892065
-5.8007426,51,20.899075
-4.197479,52,20.913085
-5.570443,41,20.914084
-4.438383,43,20.916085
-3.931909,59,20.916085
-5.9097996,60,20.918171
-4.027049,63,20.92117
-4.829556,52,20.92117
-5.6498566,52,20.92317
-4.0609436,54,20.926171
-4.61494,51,20.929179
-5.0450215,46,20.936179
-4.0852423,48,20.939296
-4.2170444,50,20.940295
-5.6788826,45,20.943304
-4.7690816,63,20.943304
-5.8181996,52,20.947304
-4.414601,59,20.955682
-4.3003826,53,20.957682
-4.4141645,45,20.96261
-4.068285,59,20.96661
-4.224504,62,20.96661
-5.772621,51,20.96661
-5.411718,46,20.972628
-5.8864594,62,20.977628
-5.5092373,63,20.979603
-4.412461,52,20.979603
-5.7952,51,20.982602
-5.459704,55,20.985609
-4.195769,58,20.985609
-5.5606813,60,20.994611
-10.918718,63,20.99761
-5.7256,46,20.99761
-5.514726,60,21.006621
-5.2535043,54,21.013628
-4.13029,57,21.015629
-5.8496,54,21.015629
-3.9352062,50,21.017148
-4.6586494,53,21.017148
-5.3038,42,21.019141
-4.547087,47,21.020659
-4.170987,55,21.022174
-4.386637,59,21.027174
-4.423539,63,21.030174
-5.87921,57,21.034174
-4.1347747,49,21.036174
-4.215843,45,21.038175
-5.4198046,58,21.043174
-4.1402316,56,21.045174
-4.589042,61,21.050207
-4.9144826,53,21.058207
-4.718175,46,21.064207
-5.386953,51,21.065207
-5.406607,44,21.065207
-4.414711,40,21.065207
-4.359146,62,21.068216
-5.279227,58,21.070217
-5.4254293,42,21.072217
-5.052036,53,21.074216
-5.5781884,51,21.074216
-5.2301803,61,21.078218
-4.3899026,62,21.079347
-4.026699,60,21.09534
-3.9817457,63,21.09534
-5.1202374,45,21.098341
-4.882172,49,21.10134
-5.620133,48,21.10134
-4.2743864,60,21.10734
-4.967439,48,21.10734
-4.3394413,52,21.110342
-4.352458,59,21.11434
-5.7669997,49,21.117363
-4.7806735,50,21.127381
-4.6416297,59,21.127381
-4.0812883,50,21.129377
-4.549936,54,21.130378
-9.145465,63,21.137378
-9.245298,63,21.140378
-5.673965,44,21.141378
-4.675368,53,21.141378
-5.649084,55,21.147115
-4.3780026,41,21.150108
-4.2187815,62,21.152108
-4.694237,46,21.152108
-5.0422387,56,21.154108
-5.763,51,21.160108
-4.1248426,47,21.164108
-5.649721,51,21.170108
-4.09427,58,21.172109
-4.95709,56,21.174109
-5.7711186,55,21.174109
-4.3060584,53,21.177112
-5.4875045,43,21.179122
-5.310153,63,21.18212
-4.016301,44,21.187143
-4.522983,51,21.189143
-4.7529254,63,21.191143
-4.6372566,46,21.200143
-5.735801,49,21.203144
-5.1041183,60,21.204143
-3.8143806,59,21.209146
-4.41302,60,21.211146
-5.0533605,49,21.216213
-3.8751807,48,21.218212
-4.0569205,59,21.220213
-4.7358074,62,21.221212
-3.9202118,52,21.221212
-5.4959006,47,21.224211
-5.4749894,48,21.229221
-4.5086555,50,21.231212
-5.7728305,51,21.234211
-5.222203,45,21.236213
-5.591096,48,21.238212
-9.050081,63,21.243213
-4.1598706,52,21.246726
-5.7613997,49,21.249234
-4.5416126,60,21.256403
-4.193247,58,21.258405
-3.829525,49,21.262402
-5.7441998,48,21.267403
-4.057308,46,21.267403
-4.8585105,53,21.270402
-4.3457327,45,21.274403
-4.0898585,62,21.276924
-5.5297112,51,21.282439
-9.29515,63,21.284448
-4.2020073,63,21.288455
-4.129634,63,21.293456
-4.6336603,43,21.298455
-4.4765325,52,21.300455
-4.2529826,62,21.302454
-5.3262415,50,21.303454
-4.8984604,51,21.308455
-5.8153996,54,21.312454
-4.0792575,58,21.312454
-5.720638,52,21.312454
-4.529617,46,21.321026
-4.1185336,63,21.322025
-5.277326,47,21.332026
-5.5030622,57,21.338025
-3.919223,58,21.341026
-5.851,55,21.345025
-4.3025823,47,21.345025
-4.2475114,61,21.352025
-4.2743917,58,21.35436
-5.115125,49,21.358354
-5.7153997,46,21.359355
-5.3605347,63,21.370924
-5.6295166,59,21.373924
-4.0773,44,21.384947
-4.0721316,55,21.386943
-4.986009,61,21.386943
-5.18651,61,21.391952
-5.8849998,57,21.392951
-5.8178434,54,21.394952
-5.0412683,44,21.396952
-4.967168,57,21.396952
-4.1175737,61,21.396952
-5.757548,56,21.403952
-4.7004933,57,21.410952
-4.6034346,51,21.425191
-4.0214763,56,21.425191
-4.771517,59,21.42719
-4.2247567,63,21.42719
-5.7898,54,21.42719
-5.6356897,59,21.42919
-4.544281,55,21.434191
-4.168718,56,21.43519
-5.430568,56,21.450205
-4.91543,43,21.450205
-4.971199,63,21.454201
-4.7937107,63,21.454201
-5.303042,57,21.454201
-4.757172,51,21.456284
-3.8775618,63,21.458284
-4.2212467,63,21.462284
-9.941047,63,21.464283
-4.0243664,49,21.466284
-5.46103,61,21.469294
-4.037227,63,21.471295
-5.8053513,61,21.473294
-4.028274,49,21.478294
-4.301175,50,21.490312
-5.836449,55,21.496312
-4.530595,61,21.499311
-5.815227,59,21.503313
-4.6341047,62,21.503313
-4.5345654,48,21.503313
-5.2053366,59,21.507313
-5.896711,59,21.509312
-5.4128118,47,21.515327
-9.293137,63,21.515327
-4.0840225,50,21.518638
-5.684469,50,21.518638
-4.7408395,63,21.522181
-4.5753684,53,21.527173
-3.7139614,54,21.538174
-5.895773,58,21.538174
-4.2502227,46,21.540171
-4.223522,60,21.542175
-5.5887194,48,21.546173
-4.216442,59,21.546173
-5.767316,49,21.547172
-5.684403,45,21.549706
-5.264033,54,21.55429
-4.4164386,52,21.557305
-5.7316,47,21.560297
-4.2833486,56,21.560297
-3.903761,47,21.561297
-4.3626475,52,21.567297
-4.824655,60,21.57082
-5.7553687,62,21.579164
-5.091471,44,21.58116
-4.35222,61,21.58116
-4.1494684,59,21.589696
-4.200083,54,21.593694
-5.7204156,48,21.593694
-5.6823997,43,21.596694
-4.566131,49,21.598694
-5.6805997,43,21.600694
-4.7010155,56,21.605694
-4.166894,44,21.607694
-4.992192,49,21.609877
-4.008893,56,21.609877
-5.6275997,39,21.612868
-4.0920486,50,21.614866
-4.924967,45,21.614866
-9.522223,63,21.620867
-4.1711893,61,21.622895
-4.171708,43,21.626875
-4.236833,44,21.629876
-5.729,47,21.630876
-5.774422,49,21.642875
-5.644038,45,21.650147
-5.700949,51,21.653307
-4.6566763,61,21.653307
-4.617646,57,21.653307
-4.320763,60,21.656297
-9.088357,63,21.658298
-5.450825,43,21.662296
-5.282094,57,21.668299
-4.263869,58,21.671296
-5.9254756,60,21.673296
-4.2549458,45,21.678296
-4.9134827,48,21.680297
-4.2740006,54,21.682296
-5.2219143,57,21.687295
-4.2236476,63,21.687295
-5.766824,50,21.696296
-5.507125,40,21.699297
-5.742866,48,21.703815
-4.113005,49,21.707335
-4.77966,60,21.707335
-5.7577996,50,21.709326
-4.3680925,54,21.711326
-4.4066086,47,21.716926
-4.4234147,63,21.716926
-5.020617,51,21.717921
-4.4844213,63,21.717921
-4.1405563,61,21.719921
-4.251148,60,21.72192
-5.642391,63,21.724921
-4.5848417,51,21.727921
-5.709673,53,21.72992
-4.2648215,50,21.739932
-4.1481485,49,21.742931
-5.7523646,50,21.744931
-5.351795,49,21.74994
-4.3220954,41,21.75494
-5.1165485,48,21.761962
-3.9564433,62,21.766957
-4.938673,63,21.767958
-4.009881,47,21.767958
-4.272898,63,21.769957
-4.190122,63,21.771957
-5.3482633,41,21.773957
-4.0630198,58,21.779959
-5.420954,60,21.779959
-4.8046575,55,21.79147
-3.9942338,55,21.79147
-4.1455464,61,21.792983
-5.5623612,47,21.797984
-4.20984,43,21.797984
-4.049687,45,21.799983
-5.561257,44,21.799983
-5.691,45,21.804982
-4.228796,48,21.804982
-5.6444,41,21.80699
-5.518772,55,21.808983
-4.2261057,58,21.809983
-4.2861834,62,21.809983
-4.907882,56,21.811983
-4.2386284,61,21.818992
-5.6424,41,21.818992
-5.71625,56,21.823006
-5.401027,44,21.828001
-4.03864,55,21.831002
-4.1929765,59,21.836001
-5.5193624,45,21.836001
-5.0983567,43,21.837
-5.8886,57,21.845
-5.598455,45,21.851001
-4.303711,43,21.854053
-5.102359,44,21.859054
-4.223839,54,21.87533
-4.922497,56,21.87533
-3.9123483,56,21.87533
-4.741034,61,21.877331
-5.429567,47,21.879329
-5.2428637,57,21.879329
-5.6448,41,21.888453
-5.160767,51,21.888453
-5.5767097,60,21.892641
-5.7117996,46,21.894218
-4.004199,50,21.894218
-4.6512904,56,21.896333
-4.181818,46,21.900069
-4.4734945,54,21.900069
-5.6976366,48,21.901665
-4.196105,53,21.908807
-4.1870456,58,21.908807
-4.3273773,59,21.908807
-5.6378207,42,21.910806
-5.7745376,56,21.910806
-4.124982,46,21.923748
-4.1666355,63,21.923748
-5.7391315,54,21.928806
-5.052974,62,21.934805
-4.1808248,63,21.937327
-5.5467877,63,21.94084
-4.9637847,58,21.941841
-4.073163,61,21.947363
-5.6447997,41,21.948872
-3.724474,56,21.948872
-4.6662045,56,21.954591
-5.248865,51,21.968174
-10.834929,63,21.971172
-5.6626,43,21.973172
-3.923614,55,21.977172
-4.102207,63,21.978174
-5.558926,56,21.981172
-4.105373,50,21.981172
-5.6628485,48,21.981172
-4.6117907,45,21.982175
-5.1408505,54,21.987172
-4.1623044,51,21.987172
-5.475217,46,21.993181
-4.2882752,46,21.993181
-9.689443,63,21.995181
-4.3544965,63,21.995181
-5.8644547,57,21.998181
-4.0751495,48,21.998181
-4.1406827,42,21.999179
-4.2784123,53,22.008181
-5.6386,40,22.01018
-9.10924,63,22.01618
-5.8029428,58,22.01618
-3.9550128,63,22.017179
-4.269597,41,22.017179
-5.732914,48,22.031166
-5.88498,62,22.036932
-4.268019,55,22.038445
-9.431076,63,22.043445
-5.632625,50,22.046445
-4.623241,54,22.048458
-4.7515016,39,22.050454
-5.6538,41,22.050454
-5.728235,57,22.051454
-5.62757,58,22.056454
-4.014237,51,22.061453
-5.1468034,47,22.065454
-5.475062,49,22.071462
-4.621863,51,22.079462
-4.72554,58,22.079462
-5.632,40,22.079462
-4.957381,60,22.081461
-4.1514144,57,22.081461
-5.751,49,22.082462
-4.3204336,58,22.086462
-3.9554663,49,22.08898
-5.2152624,54,22.09281
-5.6768,43,22.09381
-5.864,56,22.097813
-5.7528205,50,22.100784
-4.6229506,57,22.102784
-4.2758827,63,22.102784
-4.4888883,63,22.107784
-5.8075995,51,22.108785
-4.1602144,51,22.108785
-5.662294,43,22.108785
-10.398685,63,22.112785
-4.2701874,57,22.117819
-3.9207807,47,22.122816
-4.9638624,44,22.133817
-5.8486357,54,22.144817
-4.834192,53,22.144817
-4.19146,53,22.147817
-5.85245,62,22.148832
-5.60195,61,22.154827
-5.57883,42,22.157827
-4.1262126,43,22.157827
-5.0679264,63,22.164615
-4.919505,57,22.164615
-4.313398,46,22.166616
-5.467632,49,22.169567
-4.073378,49,22.171582
-4.774347,63,22.171582
-4.579337,61,22.177577
-5.373102,47,22.177577
-5.695244,48,22.184642
-4.267597,45,22.184642
-3.9934068,63,22.18764
-5.1753173,53,22.193801
-5.4772177,60,22.194801
-4.5444207,48,22.194801
-5.524146,44,22.199716
-4.32473,59,22.199716
-4.8096943,55,22.209678
-4.2584076,63,22.213678
-4.604806,48,22.217197
-4.3030586,54,22.220194
-5.0024233,58,22.229194
-4.869547,60,22.235195
-4.0153165,60,22.235195
-5.6741996,43,22.241194
-5.741548,55,22.241194
-4.421124,47,22.255193
-5.8199997,53,22.266226
-4.8040504,62,22.267226
-4.683919,44,22.269227
-5.7418,47,22.27223
-5.217758,59,22.274226
-3.9423177,47,22.276226
-5.507614,45,22.279226
-4.088639,57,22.279226
-4.2712593,52,22.286232
-5.7620616,59,22.286232
-4.1825066,47,22.289264
-5.8344445,54,22.289264
-5.889678,62,22.291247
-4.3954606,59,22.294202
-5.7128,47,22.296202
-4.197836,56,22.300202
-5.7962,51,22.304901
-4.5814114,53,22.304901
-5.714158,57,22.310415
-4.2161016,55,22.312423
-4.3514194,58,22.320941
-5.6617513,47,22.320941
-4.2191,52,22.32294
-5.8834534,59,22.32294
-4.2028956,47,22.326955
-5.1344423,45,22.327938
-4.4090114,54,22.327938
-5.7544,49,22.329937
-4.4170284,59,22.329937
-4.100333,63,22.342762
-5.67559,43,22.35577
-5.6565633,50,22.36529
-4.1792235,54,22.36529
-4.3685894,65,22.36529
-5.563043,44,22.369291
-4.6198936,63,22.372303
-4.8644657,42,22.372303
-4.2564273,58,22.3763
-4.387121,63,22.3853
-5.4919524,54,22.3883
-4.6679564,51,22.3883
-5.6006,63,22.394307
-4.0452857,49,22.395308
-9.145408,63,22.397307
-4.237127,63,22.397307
-4.530287,58,22.399307
-4.5215116,54,22.400306
-4.685521,49,22.400306
-4.351969,53,22.402354
-5.8000236,61,22.404334
