#{"t_start": 1763624523.470404, "env_id": "None"}
r,l,t
-4.142036,63,102.843888
0.97866297,163,102.861886
-5.592229,63,102.863887
11.570724,286,102.873384
-3.238778,70,102.87538
-1.907697,83,102.90338
6.595676,191,102.90338
1.6449337,164,102.918381
-5.9049997,60,102.92438
-5.833858,58,102.943853
12.963564,263,102.945854
-2.1524186,86,102.961855
-3.302026,83,103.001445
3.1579947,91,103.018006
-4.859062,63,103.026395
-3.2935305,82,103.041973
-5.1174283,63,103.051974
-0.14524698,160,103.067805
5.6900535,196,103.071515
8.089119,205,103.079818
2.9076815,91,103.083517
2.3526125,180,103.088803
22.75687,413,103.10698
-2.4805267,83,103.10698
19.835354,394,103.10798
-5.4281464,63,103.11298
7.9167113,207,103.11798
-5.2087035,63,103.128981
-5.8652,57,103.165068
4.171122,202,103.166067
12.346354,293,103.170066
27.45927,508,103.180064
4.847448,180,103.185065
21.78511,318,103.188065
0.9898939,168,103.194065
3.6116228,88,103.198066
25.38165,500,103.211723
-5.5898175,63,103.214722
-1.2902715,81,103.224722
2.828261,90,103.24474
28.61671,525,103.257739
2.8217812,91,103.263599
-10.766757,63,103.276594
9.548276,276,103.281595
3.4222088,195,103.286594
-10.62997,63,103.289597
12.169842,281,103.291592
-5.6605787,61,103.291592
-5.779934,56,103.292593
-4.844246,63,103.297593
-4.8175616,63,103.308593
-5.6801596,49,103.309799
-5.8594303,57,103.312788
12.13994,288,103.328854
-5.258945,63,103.368774
10.992708,292,103.379863
-5.8463182,63,103.384863
-2.5918612,67,103.406958
-5.6401243,63,103.417969
-5.891743,63,103.419958
2.5166235,89,103.421958
4.9957595,203,103.424959
2.0556898,91,103.448937
-1.6275363,85,103.459942
26.447388,429,103.461936
-5.5025916,56,103.509518
-5.7422,50,103.522006
-5.849626,63,103.54073
3.2188234,91,103.554731
-0.19282913,171,103.558732
-5.9251995,60,103.567731
2.6606302,154,103.573731
-5.916,60,103.57978
15.572784,317,103.594767
1.4926262,165,103.599767
1.719676,179,103.607767
-5.8174,56,103.623565
-5.4116416,62,103.663384
27.819557,493,103.663384
1.6890593,162,103.666626
24.893553,499,103.677627
20.194376,320,103.691627
13.83643,315,103.692688
5.0346684,202,103.694675
-5.7326,50,103.696676
-5.594293,63,103.704675
3.2157364,180,103.713842
-5.800643,52,103.713842
1.1679392,91,103.73993
13.225462,293,103.74193
-2.9084785,83,103.74593
-5.8082,55,103.75803
-5.217541,63,103.773288
-0.1691041,173,103.776286
21.76357,386,103.79908
-5.807062,63,103.79908
-5.8187275,58,103.80408
0.020390034,170,103.814084
22.393194,320,103.858587
-2.9946475,81,103.880473
-5.948512,63,103.885473
8.713531,207,103.902478
2.8420868,91,103.915718
8.012478,287,103.931718
58.321472,821,103.945305
23.260448,381,103.970969
-0.13404465,173,103.978972
-5.888934,63,103.98997
1.465127,176,103.999517
1.3524957,180,104.007699
4.37655,202,104.015689
-5.279608,63,104.025881
30.957848,494,104.044922
4.4267187,202,104.064759
-5.805026,63,104.077758
-3.3102202,65,104.109698
3.0087595,180,104.109698
17.75962,390,104.110698
1.4312053,180,104.114701
90.27767,1296,104.118698
-2.8132322,63,104.122321
-1.6871235,74,104.131322
39.975056,617,104.136322
36.006237,617,104.166259
13.694565,206,104.170511
10.754362,284,104.183891
30.86571,617,104.192891
-5.8032002,52,104.20189
1.8526917,165,104.217437
-3.4604862,63,104.221309
-5.833978,63,104.233967
11.432798,286,104.234967
12.915018,289,104.243965
16.857016,389,104.246966
-3.9240446,67,104.254966
-5.650082,63,104.274538
-5.7269998,48,104.28388
-5.5343184,63,104.300873
13.903487,314,104.312872
1.093895,169,104.314873
-10.854707,63,104.324872
-2.0279715,84,104.325873
1.492866,164,104.325873
15.332878,308,104.330873
-3.3563395,63,104.350734
-4.7097454,70,104.351735
-5.11192,63,104.353734
2.0320516,151,104.367568
2.2177105,90,104.376569
2.9092717,149,104.377568
17.847427,388,104.384568
2.170237,89,104.387568
16.591795,295,104.392569
-5.1779294,63,104.407567
0.7079587,90,104.408568
-5.7333474,52,104.413568
28.86839,498,104.418572
32.38243,495,104.423568
-3.6922941,86,104.429574
-5.79592,63,104.483568
11.947197,293,104.490303
7.866014,199,104.508306
-5.262623,63,104.514304
-1.5108781,81,104.521028
2.2397766,166,104.556028
-2.9540946,87,104.556028
-1.25334,86,104.563028
13.148743,294,104.566035
-5.578457,53,104.579029
2.528191,162,104.587027
-5.3411674,63,104.615586
-1.4614117,79,104.616585
-4.2943,63,104.620586
1.8542757,177,104.627586
-5.8608,55,104.650357
1.553793,180,104.656362
20.214191,317,104.657356
2.315483,180,104.660357
22.216064,476,104.671358
-1.2743564,82,104.696358
-5.7750893,50,104.708357
-5.6630254,56,104.725357
-5.7644653,63,104.727357
2.2568116,180,104.731359
-1.8803506,82,104.731359
4.8773675,203,104.734891
2.9104843,90,104.736888
8.299585,202,104.738787
2.4024563,191,104.741788
-5.778901,63,104.759782
-5.8011365,63,104.771554
1.2792382,91,104.775555
25.305555,513,104.784153
-3.5881093,65,104.787154
69.21488,930,104.791153
12.810713,396,104.818374
31.968243,492,104.825367
0.4087224,176,104.828402
-5.8405995,55,104.833392
13.273821,293,104.837393
-2.602989,63,104.845393
-5.8584,58,104.847394
-4.845924,32,104.847394
-1.6834364,84,104.88162
-5.8483996,54,104.889621
1.6976552,90,104.890622
2.6354132,89,104.896619
26.466953,499,104.945337
-5.6747804,63,104.952065
-1.2262566,75,104.954072
-5.858692,63,104.959065
-2.0465875,75,104.968927
2.0657325,164,104.992138
19.240377,383,104.996138
-3.0360804,63,105.00938
-2.0117292,73,105.012581
6.9453645,202,105.018581
39.715904,625,105.031583
8.625352,275,105.054724
21.696901,404,105.060724
31.584505,428,105.063726
-3.4310117,63,105.069729
19.685211,404,105.083724
-1.7412364,82,105.090724
1.1718097,180,105.099724
-5.721039,63,105.104275
-5.21051,63,105.108275
1.9389486,180,105.108275
2.248292,163,105.117275
-5.814451,61,105.129278
-5.8444,57,105.165494
-4.0127673,180,105.170493
19.7179,423,105.176493
2.1748295,165,105.186494
-5.778455,55,105.20403
2.6060328,139,105.220029
-4.8257446,63,105.223588
-5.9048,63,105.232682
17.10263,382,105.244138
1.8262744,166,105.253551
3.0014143,293,105.255111
14.840824,315,105.277734
-5.8709755,59,105.280734
-4.475234,83,105.281736
-5.4615126,52,105.28331
-5.7303996,49,105.314739
-3.3275073,87,105.335739
1.5563812,178,105.336738
-5.8326,55,105.355287
-3.522023,86,105.365098
13.504135,293,105.37911
-4.5646515,63,105.398111
-4.2001414,63,105.401111
5.2996616,189,105.40311
20.281212,319,105.409115
5.7982464,190,105.41011
37.168804,593,105.426111
1.378995,173,105.428111
17.600399,380,105.43011
13.794817,266,105.439112
-5.5994,56,105.447626
-5.673884,63,105.457623
15.441916,382,105.473636
-5.8288274,63,105.476641
-1.5966957,87,105.482636
-2.934427,63,105.500971
-5.691826,63,105.518656
23.273531,413,105.520654
-2.449853,63,105.522655
-5.676955,51,105.535516
8.979792,293,105.570567
-4.7533374,30,105.570567
17.655437,378,105.583567
-5.9052,63,105.587568
26.771452,511,105.589135
16.199951,315,105.593128
-1.9795539,79,105.593128
2.0303664,91,105.597773
-5.8409996,55,105.601767
-5.6528463,48,105.608761
1.6490545,180,105.613761
9.207308,292,105.624759
-5.643729,63,105.632332
7.695626,205,105.662332
-5.7124,47,105.669334
11.446516,314,105.671332
-5.5276675,49,105.682928
3.8506122,172,105.686925
-5.803729,62,105.686925
-5.5970855,55,105.690458
2.7913613,88,105.697458
-5.8973465,63,105.725657
-5.7794,52,105.729656
-2.5724418,65,105.743591
1.5362601,180,105.743591
-1.8294485,84,105.746591
21.328257,377,105.768425
-5.7623997,52,105.768425
-4.4755516,63,105.778411
-5.7306433,55,105.790411
-2.4354455,63,105.80341
-2.9553227,68,105.808412
-1.9617677,85,105.827411
-5.668142,58,105.85141
-5.759,51,105.861411
-1.5199175,78,105.888226
2.0607839,157,105.902226
4.5418587,171,105.904227
-5.869373,62,105.94034
-2.074261,87,105.966234
12.641111,296,105.975236
17.33479,404,105.992233
-1.7520065,78,105.992233
-0.6630902,169,105.993233
7.9035735,283,105.998799
-5.917,62,106.000795
25.905441,427,106.011643
2.5920544,166,106.033641
2.5287905,160,106.039641
30.19333,511,106.042646
-5.654845,56,106.06868
22.109583,496,106.08368
-5.7356,50,106.086681
2.1066046,170,106.091681
12.764309,275,106.101489
2.738337,88,106.101489
-10.455993,63,106.115483
6.7665424,189,106.138483
20.712666,388,106.147035
15.007395,314,106.149035
-1.9036193,85,106.150035
-5.88165,59,106.152035
-5.548596,63,106.185089
-5.7192,48,106.190089
6.730059,277,106.206005
38.75696,526,106.206005
2.922945,166,106.210006
3.221964,180,106.233093
-5.7854,51,106.24509
-4.1433144,63,106.254086
8.661047,270,106.264205
3.3156915,88,106.308347
-5.616933,63,106.320346
1.0929537,180,106.341463
1.973249,89,106.356028
2.476757,161,106.381731
36.848133,609,106.381731
2.205151,165,106.390929
2.2555833,156,106.390929
-1.6350214,81,106.396564
2.236466,171,106.432816
-5.7080903,55,106.483516
6.708797,183,106.488524
10.725433,278,106.489517
-5.858412,59,106.498516
2.4761896,162,106.505078
-5.0814853,63,106.50759
8.358939,281,106.518591
-5.7414,48,106.52159
29.05885,511,106.540647
43.818516,617,106.540647
18.502138,373,106.547647
-0.7695966,179,106.565835
7.8618784,293,106.575826
-5.8586035,58,106.612001
-4.761067,71,106.614001
12.950418,293,106.631007
12.683193,207,106.635001
-1.0445304,83,106.642001
-5.8130584,63,106.657537
-2.3980813,65,106.669047
8.845617,277,106.697047
3.2226887,199,106.709049
10.114103,279,106.724608
7.7477183,206,106.735607
44.43228,719,106.73761
16.54675,320,106.739608
-5.9286375,63,106.748608
1.486321,167,106.815607
-5.540108,62,106.823609
-5.598067,63,106.838608
2.3205514,176,106.84061
-3.1025136,63,106.851608
11.400726,294,106.86459
3.8557858,91,106.906137
2.4266076,155,106.926136
3.439674,130,106.937048
47.824444,804,106.939042
2.4705167,177,106.939042
-2.8259203,66,106.946049
28.185108,494,106.951041
2.8448634,164,106.958807
16.217093,320,106.972205
6.081234,189,106.984732
10.327356,204,106.991731
11.970116,278,107.002732
4.0189667,89,107.005732
56.962334,839,107.025732
23.335907,393,107.037712
9.649195,293,107.042712
7.287336,201,107.042712
-5.8858833,60,107.051713
30.930685,426,107.053712
48.980206,722,107.056712
-5.9133215,63,107.079712
-4.777213,63,107.089275
-5.765306,58,107.116275
2.5733752,91,107.12283
21.02024,318,107.132831
-5.82565,56,107.148739
-5.9431996,62,107.152766
1.9515314,90,107.172879
-2.227872,72,107.22778
2.6044927,193,107.22778
-3.8152013,82,107.235777
1.4942174,156,107.240394
-5.879823,63,107.242394
-5.7776003,51,107.244395
13.363131,277,107.258394
-5.4009585,63,107.271883
5.1940093,180,107.275876
2.4237213,180,107.277877
20.803152,381,107.284938
11.835184,293,107.295938
45.965546,702,107.298793
-2.6557102,72,107.308779
12.528521,263,107.308779
11.501764,261,107.332779
32.583244,516,107.358339
-5.592354,63,107.361333
-1.9592249,77,107.392211
2.5053692,88,107.395212
-3.2111626,63,107.398212
1.5895057,152,107.405752
-4.435167,63,107.407354
-5.85,59,107.410597
11.699475,274,107.427108
8.948105,204,107.443106
-3.4226713,63,107.480344
-2.0686977,70,107.496339
-4.55876,63,107.524493
-5.915,63,107.530493
-5.8354,56,107.553042
-1.7345536,87,107.566041
0.7762737,174,107.571043
4.740173,180,107.58604
-3.377618,63,107.60204
19.256973,316,107.625608
1.4036455,155,107.631608
14.801357,304,107.631608
29.753353,597,107.647609
-5.8854313,63,107.651608
2.6980214,197,107.652608
-5.0680003,63,107.686608
13.873945,404,107.698607
-2.0383167,80,107.704608
2.425284,166,107.713348
-0.012524128,164,107.715348
-5.9007998,61,107.720348
-5.908079,58,107.743697
-5.10228,63,107.755698
21.338015,399,107.755698
-5.8283997,58,107.762698
-5.8329935,63,107.768699
-5.8311996,56,107.79067
12.599684,264,107.80767
6.078318,200,107.80967
16.808144,293,107.81967
-5.3970394,63,107.83167
14.080434,274,107.83367
-5.6832,44,107.83567
-5.7595997,50,107.847671
-2.382921,69,107.85067
1.4133863,169,107.85067
-5.8452,57,107.85167
15.036225,304,107.860388
2.427496,157,107.868633
12.543964,293,107.870628
48.265884,709,107.903275
-2.3443675,71,107.926277
2.573041,91,107.934314
-2.359698,76,107.949314
-5.577179,63,107.950314
-3.4964786,63,107.952314
30.346205,511,107.957314
5.0907097,201,107.968198
-4.953798,63,107.968198
2.0626516,180,107.968198
-2.8628569,69,107.979788
-5.4870543,63,107.988825
-5.704,46,108.012151
-2.2964783,82,108.021304
38.292343,617,108.021304
29.341316,509,108.025303
3.3218365,89,108.027301
-5.8497996,57,108.038824
1.6274204,175,108.040824
-5.938401,63,108.066823
-5.7901998,55,108.068826
5.7935157,199,108.075823
-5.744731,63,108.085824
3.1750412,88,108.121363
35.162746,524,108.127363
2.6221914,89,108.132895
-1.8537493,63,108.137893
-5.511821,63,108.155894
-5.5534716,53,108.164452
2.3365412,170,108.165453
-3.6128101,80,108.172452
-2.9726741,83,108.172452
1.6564007,91,108.193967
86.19943,1296,108.223968
-5.8334,56,108.229967
-5.2171764,63,108.236967
-5.922,63,108.246967
-5.373375,63,108.271967
-5.8543997,60,108.283509
-5.8459997,55,108.331059
10.829184,207,108.331059
-5.9032407,63,108.338059
0.2685175,165,108.341058
8.728317,293,108.362339
37.95173,608,108.372882
9.325094,290,108.372882
2.239398,157,108.372882
1.6683917,163,108.375881
-1.8305457,79,108.380881
20.643658,392,108.426955
25.496675,497,108.427951
-5.875245,56,108.433951
-1.0060818,85,108.44295
8.868519,293,108.443951
31.411715,426,108.445951
-5.1617713,63,108.455033
-5.875632,61,108.47603
7.9319277,284,108.478029
-5.805553,56,108.478029
-3.8321824,63,108.491059
7.9787416,202,108.509653
-2.1206453,81,108.529852
12.603422,295,108.534849
-5.6648226,55,108.547849
-5.704145,63,108.547849
46.579285,811,108.570524
-1.9328351,81,108.580059
1.8153491,167,108.583059
-9.976132,63,108.5956
-2.7163706,63,108.5956
20.906115,404,108.597599
31.950798,636,108.608599
-5.7542305,63,108.611603
-5.7914,52,108.6366
1.8376598,159,108.643602
-5.9272666,63,108.675974
-2.6838005,67,108.682957
3.7859383,89,108.688099
0.2735052,173,108.719172
-2.9216905,65,108.732173
-3.1114604,71,108.744172
-2.5909,84,108.753173
17.78558,313,108.775749
16.208147,404,108.78089
3.3645916,88,108.797043
12.319098,293,108.817042
37.546516,536,108.827042
-1.6015403,76,108.829043
-0.5327778,164,108.859288
1.2640252,157,108.910362
-2.058478,87,108.914361
2.3547597,89,108.943362
8.762726,193,108.952361
18.062744,407,108.971938
2.0813832,149,108.971938
47.213478,642,108.984937
3.1233163,90,108.995938
-5.7798557,53,109.009938
5.57388,189,109.012938
28.881748,500,109.019938
-2.774505,63,109.032625
10.397791,316,109.046623
6.857504,190,109.053623
19.809734,317,109.070623
-3.1790664,63,109.089625
2.216012,167,109.094623
-3.9572554,69,109.112775
-2.520982,75,109.112775
21.697195,388,109.119778
12.283417,206,109.122781
-5.206397,63,109.126774
-5.8766,59,109.129773
35.643772,513,109.144773
-2.147871,84,109.151773
19.398169,395,109.205785
-5.6473155,63,109.211784
-3.0899224,63,109.230381
21.580208,398,109.242381
-5.8478,57,109.25738
-5.866133,62,109.259381
11.285566,284,109.326921
-5.854772,63,109.33092
11.4460335,293,109.375803
23.345343,404,109.380803
30.395412,498,109.395803
20.524086,404,109.408804
1.3780231,160,109.412804
1.7818336,89,109.424453
1.4557652,158,109.426453
0.7863631,90,109.428453
3.5963664,121,109.434454
1.6106629,171,109.44902
-5.105498,63,109.44902
2.8907042,180,109.458019
-5.7962,52,109.475642
24.891811,404,109.483643
-5.499852,63,109.500642
26.064503,481,109.503642
-5.7385497,53,109.507642
-5.1010513,63,109.546679
-5.306665,63,109.553679
2.2166529,180,109.573105
7.779173,293,109.585779
-5.9000454,61,109.593781
-5.8073997,53,109.605292
-3.0103827,63,109.607292
3.1113944,155,109.621293
13.104567,293,109.623292
14.242865,293,109.643852
21.061697,384,109.665852
3.0273995,90,109.679851
-5.8026,53,109.683851
-4.158063,63,109.689852
-2.2326624,76,109.696851
42.445454,718,109.697854
-5.7855997,52,109.699851
2.9562879,91,109.717852
1.890811,167,109.741851
1.7107697,157,109.743857
2.0671935,159,109.747851
-1.922569,78,109.748853
-3.815712,86,109.75085
3.6170278,183,109.757851
-5.608902,63,109.759851
9.433224,293,109.79085
-5.787235,63,109.798852
2.189176,91,109.847859
-2.0594828,86,109.854859
29.780777,428,109.85686
-5.8642,57,109.85686
-3.438621,63,109.858861
67.961876,997,109.860859
38.4985,536,109.860859
-5.330814,63,109.864859
4.6704187,192,109.864859
70.526886,922,109.908364
11.831146,273,109.940775
42.530117,608,109.951772
-5.7826,51,109.954772
-5.8087997,53,109.954772
-5.8755264,58,109.961772
26.89394,494,109.971772
2.6752057,148,109.973772
-5.4979625,63,109.980773
-3.98215,63,109.980773
11.236414,293,110.002327
2.5242162,88,110.007328
6.2813964,198,110.03089
-5.7275996,48,110.038886
-10.847592,63,110.068916
44.302,704,110.070919
-5.8021264,63,110.075916
-5.6079364,56,110.080916
12.151627,258,110.092922
1.2136931,174,110.110919
-5.847,58,110.113917
-4.5556808,63,110.117919
11.730625,271,110.118916
6.5874615,180,110.128074
3.9388452,91,110.143074
20.039957,404,110.143074
-5.499601,63,110.143074
-0.6857805,163,110.156074
-5.723249,49,110.171074
37.463303,625,110.176078
-5.8070083,58,110.180839
1.6583962,183,110.194839
-10.90665,63,110.21084
8.856034,284,110.219844
9.059621,290,110.221844
-2.773725,63,110.233845
48.622395,694,110.241853
-5.7892,53,110.241853
40.80704,606,110.249043
-4.1588035,63,110.268436
2.394269,161,110.274428
2.7126374,164,110.277428
-3.2835588,63,110.277428
-5.7282,49,110.28905
6.706292,180,110.28905
7.464967,289,110.292049
13.745453,205,110.320513
13.537436,313,110.323513
17.271122,317,110.336513
-5.8059998,55,112.058463
-5.578607,55,112.064461
1.9511061,168,112.089701
2.4091954,91,112.0977
-5.303484,63,112.1067
0.9712162,165,112.126273
-5.5336103,63,112.141278
-5.435976,63,112.163709
-5.729057,63,112.170709
2.3122635,171,112.193076
-4.362306,28,112.210076
-5.74549,58,112.238989
-0.920454,85,112.242989
1.3196688,155,112.243989
2.3350053,159,112.274989
-5.569108,63,112.277989
3.033732,180,112.290038
-5.8261356,60,112.295038
22.415062,429,112.336955
-5.7439246,57,112.340158
2.662971,180,112.393382
11.547373,293,112.393382
33.747253,530,112.413382
1.5397153,180,112.429458
-5.1202793,47,112.511575
24.208118,437,112.545816
3.7800646,90,112.549813
10.118215,206,112.563488
1.0906224,170,112.568489
18.19731,320,112.590488
8.683812,206,112.59449
25.167618,425,112.598489
20.824108,389,112.60522
2.34622,169,112.629224
21.978231,504,112.633234
-10.902801,63,112.653773
-4.181972,63,112.671776
1.7546954,165,112.678773
20.648067,404,112.692843
-1.5994256,84,112.696844
-3.6097894,63,112.704843
32.052944,429,112.725843
43.706043,640,112.746843
-5.8292,56,112.753843
-3.6593628,63,112.795227
-5.7874,52,112.801225
26.082022,492,112.804925
-2.5066173,86,112.850234
57.40812,812,112.868234
-5.8356,57,112.902027
9.677076,199,112.919029
16.754,297,112.936219
3.0108128,198,112.942218
4.334555,173,112.942218
35.92768,604,112.950218
10.194906,205,112.960218
10.793364,268,112.982796
36.703674,617,112.99894
20.834671,425,113.016942
1.7894139,156,113.025939
-5.1545615,63,113.070498
-1.8376644,86,113.089643
2.0184736,172,113.099637
52.819973,720,113.101637
-5.809009,63,113.109637
13.662193,315,113.158144
-1.7785752,87,113.164655
-5.607403,63,113.177655
1.5921459,161,113.196987
41.055153,704,113.206987
-0.9001217,166,113.236952
-1.7486014,82,113.241916
36.130966,532,113.262805
49.23688,720,113.274681
60.577835,844,113.295936
-0.9363527,85,113.302888
-5.834044,57,113.302888
2.0201187,163,113.302888
2.4992676,91,113.321833
-3.0217097,74,113.325833
-3.249995,63,113.350575
10.9547615,267,113.399639
-1.3152711,87,113.408632
10.323004,260,113.429775
6.7250595,202,113.443776
22.365309,387,113.460483
51.62827,720,113.483483
30.480621,502,113.501767
55.119663,905,113.656555
-5.8753996,57,113.660555
44.875027,720,113.681583
-5.7865996,52,113.736097
-5.7665997,49,113.756097
76.94745,1035,113.775787
11.164192,204,113.796787
1.7638397,153,113.850918
27.353771,507,113.889959
-2.5812364,66,113.893625
30.968807,492,113.896754
9.196114,206,113.902593
35.425816,608,113.926583
48.482746,639,113.930214
15.512398,391,113.998515
-5.8771996,60,114.034721
2.5955281,158,114.034721
8.999474,293,114.140925
19.876646,390,114.142924
11.384388,274,114.146925
2.575161,155,114.162702
13.975224,384,114.162702
2.6836123,154,114.173254
4.3323417,181,114.215801
54.01542,792,114.217802
48.79866,720,114.245368
13.285184,293,114.25337
-1.9849684,85,114.290425
22.900555,489,114.30119
26.474464,495,114.304183
-5.810017,61,114.323016
45.47035,832,114.350685
-5.588321,52,114.393683
17.379286,404,114.396687
10.877881,207,114.402686
10.162148,277,114.415247
30.58743,603,114.436246
-5.758,52,114.445096
1.1423845,89,114.484077
36.803566,529,114.486076
1.6634998,185,114.493076
5.5555916,180,114.495077
-5.8496,56,114.498631
28.515455,511,114.506627
46.583023,821,114.517628
86.91327,1207,114.545611
-5.225441,48,114.583812
-2.1252925,80,114.592382
3.0808072,91,114.603628
-5.8908,63,114.625859
8.722559,180,114.631997
12.5863495,280,114.655997
2.3657212,90,114.665963
2.6146894,144,114.665963
-2.4355378,81,114.665963
54.95482,821,114.698818
21.538828,392,114.703818
1.9740071,164,114.718819
-5.6606903,63,114.72082
2.1733246,180,114.725817
50.165176,739,114.729818
-4.904487,33,114.729818
-5.584008,63,114.749768
-5.367805,53,114.767747
-5.7259707,63,114.783707
-1.1729043,81,114.806708
2.3038468,180,114.820707
-5.626757,53,114.823707
108.50419,1470,114.832706
-1.5021176,83,114.855109
60.355797,920,114.866109
-5.79741,57,114.871111
-1.3068769,86,114.881109
1.7680297,173,114.912915
-10.909913,63,114.922915
-5.736493,50,114.926916
29.82325,616,114.97169
-3.7354312,67,114.996294
9.888073,276,115.007399
36.481487,537,115.0134
6.629823,284,115.0134
-3.2961655,59,115.032399
-5.896658,60,115.037957
2.2380543,158,115.042058
32.21096,493,115.042058
10.631982,273,115.055197
2.5622063,180,115.063197
-5.9044113,62,115.086732
30.922943,454,115.090731
8.673405,204,115.099733
-4.804594,63,115.131347
-5.5037966,63,115.131347
60.338196,939,115.133344
-5.4726467,56,115.143054
-5.7886,53,115.143054
-2.371912,81,115.147053
-5.850937,55,115.147053
53.979748,697,115.163054
2.5702677,166,115.165055
7.6860623,207,115.170054
-5.766954,56,115.192611
13.081788,207,115.209745
2.3992233,166,115.221748
-5.7613997,51,115.238586
49.702652,799,115.248579
-5.6585994,59,115.271107
39.90448,626,115.311758
-5.7897635,52,115.316757
28.687546,595,115.338875
2.519044,175,115.382054
8.144083,283,115.400052
2.4087906,147,115.4087
76.384056,1093,115.4347
2.5000987,159,115.449258
-2.5576422,77,115.454259
2.4487858,180,115.456259
10.60916,262,115.485394
14.43922,204,115.502394
1.9030218,163,115.504394
4.2275763,88,115.570345
-3.3154044,63,115.603463
29.83053,530,115.603463
9.746607,277,115.605463
49.388084,721,115.619522
-5.7525997,52,115.667722
15.319866,311,115.717685
23.005741,318,115.750993
16.6581,386,115.762994
12.26185,207,115.783823
1.5657759,180,115.788823
2.0508108,154,115.790823
21.83657,425,115.867104
29.193876,454,115.869104
-5.792,54,115.882293
-4.7923207,71,115.882293
-5.3105807,63,115.984796
36.03301,617,116.003334
49.209927,704,116.004333
20.543428,318,116.023872
1.8182821,167,116.025871
20.207987,400,116.048872
47.525757,803,116.072882
-5.8417697,56,116.114115
-5.7714,50,116.122116
-4.087242,63,116.124116
47.05085,711,116.136944
7.1358175,287,116.140531
-10.934,63,116.146542
12.876078,282,116.148542
-5.927212,60,116.183673
31.306732,495,116.187674
8.192907,289,116.208925
19.032951,387,116.224925
-5.086941,63,116.232925
-5.7823997,52,116.238775
39.315483,536,116.243834
-5.822282,63,116.257834
72.4078,1109,116.266834
3.2382035,89,116.294834
4.0664153,91,116.296834
58.44173,845,116.298418
39.558186,605,116.316068
-3.7222526,81,116.338657
-10.760358,63,116.345658
19.90934,396,116.346657
14.542721,397,116.346657
29.763424,496,116.379204
18.724339,315,116.382201
1.6376224,89,116.406202
42.068314,705,116.438201
-5.8208,54,116.448201
-4.486495,30,116.466203
46.391254,712,116.469201
12.950998,310,116.471202
35.38022,616,116.491201
21.6985,376,116.502203
34.382256,608,116.522202
-1.8536437,77,116.528696
-5.7401996,47,116.56386
11.448526,311,116.584107
3.4718552,91,116.624714
-5.019067,63,116.629714
0.9126072,177,116.639714
-5.8102818,53,116.667715
14.358395,207,116.667715
7.051267,278,116.680265
3.1731043,90,116.700266
10.528885,275,116.719171
-5.833635,56,116.729546
12.633537,265,116.744481
-5.9156,62,116.754478
-5.784395,52,116.799478
-1.6786468,79,116.819479
11.375914,280,116.837478
4.949114,191,116.839479
15.238327,309,116.839479
32.87216,427,116.871566
10.116375,275,116.878565
4.259307,201,116.881566
-4.5358047,63,116.937565
2.8429065,163,116.978566
-1.9631386,65,117.005566
49.64849,820,117.01167
21.440863,386,117.06076
4.704925,118,117.06576
12.18689,204,117.069867
-5.667333,51,117.075866
11.781144,292,117.092772
65.547585,1009,117.142766
13.940334,294,117.144877
24.758202,420,117.15594
1.8986225,151,117.164979
29.880363,533,117.167978
4.274419,89,117.180978
-5.6442313,63,117.193979
26.357813,503,117.217805
10.021298,207,117.228783
41.498287,718,117.235766
-4.8227777,44,117.246341
-5.835068,63,117.273308
-2.5772212,72,117.278685
30.248999,427,117.282205
12.3475895,293,117.298037
29.87534,499,117.332046
27.582066,588,117.332046
-10.345178,63,117.354247
-0.7446718,86,117.355254
-5.8139997,56,117.387247
21.789045,353,117.395247
19.118122,404,117.483191
3.985423,185,117.51744
3.2861037,171,117.54244
24.75335,423,117.557034
10.5838,205,117.566034
6.5048532,180,117.588129
-5.7098,45,117.603127
-3.7411988,63,117.605128
18.0981,394,117.616679
-5.824,54,117.646246
0.69827795,190,117.658784
1.883976,161,117.658784
11.372992,301,117.660784
16.24105,385,117.669784
18.810719,317,117.671784
2.4048505,151,117.685785
39.99679,709,117.692784
69.43943,1017,117.695784
-5.5034933,63,117.705785
-5.8998723,62,117.76201
13.344001,261,117.773011
28.943054,497,117.780012
41.61652,708,117.802011
-4.283816,63,117.80401
-5.904424,60,117.81001
38.007313,534,117.81101
-1.110687,84,117.827011
-5.8482,55,117.86601
2.806271,180,117.896021
22.37251,404,117.903017
1.6101956,180,117.906017
-5.8185997,54,117.909017
-4.589899,63,117.921016
2.339745,154,117.949017
25.164787,492,117.988768
-5.9385996,62,118.021767
-4.871155,63,118.028768
3.883316,180,118.045769
11.631977,205,118.075199
18.95845,404,118.097702
10.567507,265,118.115703
21.37135,395,118.132703
-5.8236,54,118.177914
1.9991956,171,118.188025
6.855979,203,118.193015
10.649656,281,118.198014
30.239452,514,118.202014
69.859116,1016,118.234669
-4.858447,63,118.24356
1.8983445,174,118.25861
-5.831728,63,118.266755
32.40989,520,118.26876
8.952633,280,118.320948
-5.8032994,57,118.328949
-4.7038374,83,118.37649
1.0383549,171,118.381488
4.112984,91,118.381488
-5.7177424,63,118.385031
18.062,404,118.40103
39.27217,535,118.40203
95.277145,1313,118.41103
43.221073,698,118.41557
1.4839272,89,118.431106
-5.824,56,118.49256
9.922134,279,118.511815
-5.872534,58,118.520814
-5.4053783,71,118.521814
19.340637,318,118.543648
64.49303,1017,118.586694
